workclass,education,marital-status,occupation,relationship,race,native-country,age,fnlwgt,education-nums,capital-gain,capital-loss,hours-per-week,sex,>50K
1,4,3,7,4,1,1,32,84179,9,0,0,45,1,0
1,13,1,3,1,1,1,58,51662,6,0,0,8,1,0
5,2,1,13,3,1,1,35,233327,10,0,0,40,0,0
1,4,3,7,2,1,1,21,259510,9,0,0,36,0,0
1,2,3,2,6,1,1,28,184831,10,0,0,40,0,0
2,2,2,5,4,1,1,46,245724,10,0,0,50,0,0
2,4,0,3,6,1,1,36,27053,9,0,0,40,1,0
1,3,0,9,6,1,1,72,205343,7,0,0,40,1,0
1,4,1,8,1,5,1,35,229328,9,0,0,40,1,0
1,3,3,8,4,1,1,69,136218,7,0,0,40,1,0
1,4,1,8,3,1,1,35,54576,9,0,0,40,0,0
1,4,0,9,6,1,0,31,323069,9,0,0,20,1,0
1,4,1,1,1,1,1,34,148291,9,0,0,32,1,0
1,3,1,3,3,1,21,30,152453,7,0,0,40,0,0
1,1,3,11,4,1,1,28,114053,13,0,0,55,0,0
1,4,3,7,6,5,1,24,82804,9,0,0,40,1,0
1,4,3,7,2,3,1,20,27337,9,0,0,48,0,0
3,11,1,5,3,1,1,43,188436,14,5013,0,45,0,0
1,9,0,3,6,1,21,45,433665,4,0,0,40,1,0
2,4,0,2,4,1,1,29,110663,9,0,0,35,0,0
1,11,2,5,6,1,1,47,87490,14,0,0,42,0,0
1,4,3,2,2,1,1,24,354351,9,0,0,40,0,0
1,4,1,6,3,1,1,51,95469,9,0,0,40,0,0
1,3,3,4,2,1,1,17,242718,7,0,0,12,0,0
1,14,3,6,4,1,1,27,158156,16,0,0,70,1,0
0,10,3,0,2,1,1,18,165532,8,0,0,25,0,0
2,6,2,4,6,1,1,36,28738,12,0,0,35,1,0
5,1,3,6,4,1,1,58,283635,13,0,0,40,1,0
2,2,1,2,3,1,1,26,86646,10,0,0,45,0,0
1,4,1,2,3,1,1,59,199713,9,0,0,40,0,0
1,4,1,8,3,1,1,27,181659,9,0,0,40,0,0
2,1,3,1,4,1,1,31,340939,13,0,0,40,0,0
1,2,3,4,2,1,1,21,197747,10,0,0,24,1,0
1,2,3,9,4,1,1,29,34292,10,0,0,60,0,0
1,3,3,3,2,1,1,18,156764,7,0,0,40,0,0
3,1,2,6,4,1,1,57,103948,13,0,0,80,0,0
0,4,1,0,3,1,1,42,137390,9,0,0,40,0,0
0,4,1,0,1,2,1,55,105138,9,0,0,40,1,0
1,1,3,9,2,1,1,23,117789,13,0,0,40,1,0
1,4,3,4,2,1,1,27,267147,9,0,0,40,0,0
0,2,3,0,6,3,1,23,99399,10,0,0,25,1,0
1,2,3,1,4,1,1,25,200408,10,2174,0,40,0,0
1,1,3,6,4,1,1,49,136455,13,0,0,45,1,0
1,1,3,1,4,1,1,32,239824,13,0,0,40,0,0
1,2,3,9,2,1,1,19,217039,10,0,0,28,0,0
1,9,2,3,4,1,1,60,51290,4,0,0,40,1,0
5,8,1,3,3,1,1,42,175674,5,0,0,40,0,0
2,6,3,10,4,1,1,35,194404,12,0,0,40,0,0
1,4,3,9,6,5,1,48,45612,9,0,0,37,1,0
1,4,3,2,4,3,1,29,182521,9,0,0,40,0,0
5,4,0,5,4,5,1,36,339772,9,0,0,40,0,0
1,13,3,3,2,1,1,17,169658,6,0,0,21,1,0
1,11,2,6,4,1,1,52,200853,14,6849,0,60,1,0
1,4,3,2,4,1,1,24,247564,9,0,0,40,0,0
1,4,1,7,3,1,1,24,249909,9,0,0,50,0,0
5,1,3,6,2,1,1,26,208122,13,1055,0,40,0,0
1,1,3,3,2,1,1,27,109881,13,0,0,20,1,0
1,4,3,7,2,1,1,39,207824,9,0,0,60,0,0
1,4,1,11,3,5,1,30,369027,9,0,0,45,0,0
2,4,1,5,3,1,1,50,114117,9,0,0,32,0,0
3,1,1,4,3,1,1,52,51048,13,0,0,55,0,0
1,1,3,4,2,1,1,23,190483,13,0,0,20,1,0
1,3,0,3,4,5,1,45,462440,7,0,0,20,1,0
1,8,0,12,6,5,1,65,109351,5,0,0,24,1,0
1,7,1,11,3,1,1,29,34383,11,0,0,55,0,0
1,8,5,7,6,1,37,47,241832,5,0,0,40,0,0
1,4,3,10,2,5,1,30,124187,9,0,0,60,0,0
2,4,1,4,3,1,1,38,267556,9,0,0,64,0,0
2,2,3,3,6,5,1,47,165039,10,0,0,40,1,0
5,13,0,3,6,5,1,49,120451,6,0,0,40,1,0
2,4,1,2,3,1,1,58,35723,9,0,0,60,0,0
1,4,3,3,2,1,1,19,262601,9,0,0,14,1,0
1,1,3,7,4,1,1,21,226181,13,0,0,40,0,0
3,15,1,11,3,1,13,47,248145,3,0,0,50,0,0
1,4,2,2,4,1,1,26,75654,9,0,0,55,0,0
1,4,1,2,3,1,1,60,199378,9,0,0,40,0,0
1,2,3,7,2,1,1,21,160968,10,0,0,40,0,0
1,2,1,2,3,1,1,31,55849,10,0,0,45,0,0
5,4,2,9,6,1,1,31,402089,9,0,0,40,1,0
1,4,1,2,3,1,1,71,78277,9,0,0,15,0,0
0,4,1,0,3,1,1,58,158611,9,0,0,50,0,0
1,2,3,3,2,1,1,20,130959,10,0,0,20,0,0
1,4,3,5,5,1,1,24,556660,9,4101,0,50,0,0
6,2,0,5,4,1,1,38,143774,10,0,0,45,1,0
1,4,3,8,2,1,1,27,288341,9,0,0,32,1,0
6,2,3,9,6,2,16,29,71592,10,0,0,40,1,0
0,8,0,0,6,1,1,70,167358,5,1111,0,15,1,0
1,4,1,2,3,1,1,34,106742,9,0,0,45,0,0
1,9,1,2,3,1,1,44,219288,4,0,0,35,0,0
1,11,3,4,4,1,1,35,261293,14,0,0,60,0,0
1,2,3,6,4,1,1,27,111900,10,0,0,40,0,0
5,11,3,6,4,1,1,43,194360,14,0,0,38,0,0
1,2,3,4,4,1,1,20,81145,10,0,0,25,1,0
6,2,1,11,3,1,1,27,249362,10,3411,0,40,0,0
0,3,5,0,2,2,11,20,114746,7,0,1762,40,1,0
1,8,3,8,4,1,1,24,172146,5,0,1721,40,0,0
4,2,2,5,4,1,1,48,110457,10,0,0,40,0,0
0,3,3,0,2,1,1,17,80077,7,0,0,20,1,0
2,3,3,10,2,1,1,17,368700,7,0,0,10,0,0
1,4,3,4,2,1,1,22,240817,9,2597,0,40,1,0
1,10,3,3,2,1,1,17,102726,8,0,0,16,0,0
1,2,1,9,3,1,21,32,226267,10,0,0,40,0,0
1,4,3,2,4,1,1,31,125457,9,0,0,45,0,0
2,4,0,5,4,1,1,58,204021,9,0,0,50,0,0
5,4,3,13,2,1,1,29,92262,9,0,0,48,0,0
5,2,0,5,6,5,1,23,430828,10,0,0,40,0,0
6,3,3,9,2,1,1,18,59342,7,0,0,5,1,0
1,4,2,5,4,1,1,34,136721,9,0,0,40,1,0
0,9,3,0,4,1,1,66,149422,4,0,0,4,0,0
5,1,1,6,1,1,1,45,86644,13,0,0,55,1,0
1,11,3,5,4,1,25,41,195124,14,0,0,35,0,0
1,4,3,3,5,1,1,26,167350,9,0,0,30,0,0
5,2,1,10,3,1,1,54,113000,10,0,0,40,0,0
1,2,3,8,2,5,1,24,140027,10,0,0,45,1,0
1,2,1,6,3,1,1,42,262425,10,0,0,50,0,0
1,2,3,6,2,1,1,20,316702,10,0,0,20,0,0
6,1,3,1,4,1,1,23,335453,13,0,0,20,1,0
0,6,3,0,5,1,1,25,202480,12,0,0,45,0,0
1,1,3,6,2,1,18,30,189620,13,0,0,40,1,0
1,4,3,4,2,1,1,19,475028,9,0,0,20,1,0
5,1,3,6,4,1,1,36,110866,13,0,0,50,0,0
1,1,0,4,6,1,13,31,243605,13,0,1380,40,1,0
1,2,3,7,2,1,1,21,163870,10,0,0,30,0,0
2,2,1,2,3,1,1,31,80145,10,0,0,40,0,0
1,10,1,3,3,5,19,40,229148,8,0,0,40,0,0
1,2,3,4,4,5,1,45,242552,10,0,0,40,0,0
1,4,1,2,3,1,1,60,177665,9,0,0,35,0,0
1,3,3,3,5,1,1,18,208103,7,0,0,25,0,0
1,1,1,6,3,1,1,28,296450,13,0,0,40,0,0
1,2,2,9,6,5,1,36,70282,10,0,0,40,1,0
1,1,0,6,4,1,0,36,271767,13,0,0,40,0,0
1,7,1,1,3,1,1,40,144995,11,4386,0,40,0,0
5,1,2,9,6,1,15,36,382635,13,0,0,35,1,0
1,4,0,3,6,5,1,31,295697,9,0,0,40,1,0
1,4,1,8,3,1,1,33,194141,9,0,0,40,0,0
6,4,3,1,2,1,1,19,378418,9,0,0,40,1,0
1,2,3,4,2,1,1,22,214399,10,0,0,15,1,0
1,4,3,3,4,1,1,33,182556,9,0,0,40,0,0
1,4,1,2,3,1,1,41,125831,9,0,2051,60,0,0
1,1,3,6,4,1,1,29,271328,13,4650,0,40,0,0
1,4,1,4,1,1,1,44,111502,9,0,0,40,1,0
1,2,3,3,4,1,1,20,299047,10,0,0,20,1,0
1,4,1,3,3,1,21,31,223212,9,0,0,40,0,0
1,2,3,3,4,1,1,23,352139,10,0,0,24,1,0
1,2,2,9,4,2,1,55,173093,10,0,0,40,1,0
1,7,1,9,3,1,1,26,181655,11,0,2377,45,0,0
1,7,3,3,2,1,1,25,332702,11,0,0,15,1,0
0,2,1,0,1,5,1,45,51164,10,0,0,40,1,0
1,2,1,2,3,1,1,35,234901,10,2407,0,40,0,0
1,2,3,4,4,5,1,36,131414,10,0,0,36,1,0
6,1,1,6,3,1,1,43,260960,13,0,0,50,0,0
1,4,0,3,6,5,1,56,156052,9,594,0,20,1,0
1,2,3,3,5,1,1,19,192453,10,0,0,25,1,0
2,4,1,11,3,1,1,55,200939,9,0,0,72,0,0
1,7,3,1,2,1,1,26,112847,11,0,0,40,0,0
1,10,3,7,2,1,1,17,316929,8,0,0,20,0,0
1,2,3,9,2,5,1,32,267736,10,0,0,40,1,0
1,3,3,2,2,5,29,29,267034,7,0,0,40,0,0
6,1,1,6,3,1,1,46,193047,13,0,0,37,0,0
1,1,3,6,6,1,1,22,223515,13,0,0,20,0,0
2,13,1,2,3,1,1,58,87510,6,0,0,40,0,0
1,4,3,11,6,1,1,23,145111,9,0,0,50,0,0
1,4,3,7,4,1,1,39,48093,9,0,0,40,0,0
1,7,3,2,2,1,1,27,31757,11,0,0,38,0,0
5,1,3,6,4,1,1,33,120064,13,0,0,45,1,0
1,4,3,10,4,5,1,37,103408,9,0,0,40,0,0
1,4,3,3,4,1,1,36,101460,9,0,0,18,1,0
5,4,2,13,6,1,22,34,119411,9,0,0,40,0,0
1,13,0,3,6,1,1,32,283268,6,0,0,42,1,0
6,2,5,3,5,1,1,31,301526,10,0,0,40,0,0
1,2,1,4,1,1,6,22,151790,10,0,0,30,1,0
2,1,2,4,4,1,1,47,106252,13,0,0,50,1,0
1,4,3,8,4,1,1,32,188557,9,0,0,40,0,0
1,2,3,10,4,1,1,26,171114,10,0,0,38,1,0
1,15,0,10,4,1,32,37,327323,3,0,0,32,0,0
1,4,2,2,6,1,1,31,244147,9,0,0,55,0,0
1,4,3,4,4,1,1,55,116442,9,0,0,38,0,0
5,7,2,1,4,1,1,23,282579,11,0,0,56,0,0
1,2,2,9,6,1,1,36,51838,10,0,0,40,1,0
1,11,1,6,3,1,0,34,73585,14,0,0,40,0,0
1,2,3,1,4,1,1,54,279129,10,0,0,40,0,0
6,2,1,2,3,1,0,43,146908,10,0,0,40,0,0
1,7,3,8,4,1,1,28,196690,11,0,1669,42,1,0
2,2,1,5,3,1,1,41,49572,10,0,0,60,0,0
1,2,2,9,4,5,1,42,169628,10,0,0,38,1,0
2,4,1,10,3,1,1,61,36671,9,0,2352,50,0,0
1,10,3,8,2,1,1,18,231193,8,0,0,30,0,0
0,4,1,0,3,1,1,59,192130,9,0,0,16,0,0
0,4,3,0,4,1,1,21,149704,9,1055,0,40,1,0
3,1,1,1,3,1,1,41,32185,13,0,0,40,0,0
0,2,3,0,2,1,1,18,196061,10,0,0,33,0,0
1,4,3,4,4,1,1,23,211046,9,2463,0,40,1,0
1,2,3,3,5,5,1,22,162343,10,0,0,20,0,0
1,4,1,8,3,1,1,61,128831,9,0,0,40,0,0
1,4,3,8,4,5,1,25,316688,9,0,0,40,0,0
1,6,2,2,4,1,1,43,154538,12,0,0,40,0,0
1,4,3,3,2,5,1,24,106085,9,0,1721,30,0,0
2,3,3,10,6,1,1,68,315859,7,0,0,20,0,0
1,4,2,9,6,1,1,31,51471,9,0,0,38,1,0
1,3,3,4,2,1,1,17,193830,7,0,0,20,1,0
0,11,5,0,5,1,1,50,23780,14,0,0,40,0,0
1,4,3,11,2,1,1,20,138768,9,0,0,30,0,0
1,4,0,3,2,1,1,30,191571,9,0,0,36,1,0
0,2,3,0,2,5,1,22,219941,10,0,0,40,0,0
1,2,2,5,4,1,1,43,94113,10,0,0,45,0,0
1,2,3,9,2,1,1,22,137510,10,0,0,40,0,0
1,13,3,10,2,1,1,17,32607,6,0,0,20,0,0
2,4,1,3,1,1,17,47,93208,9,0,0,75,1,0
1,7,3,6,4,1,1,41,254440,11,0,0,60,1,0
1,4,1,11,3,1,1,64,169871,9,0,0,45,0,0
1,7,3,9,6,1,1,48,167159,11,0,0,40,0,0
1,11,3,6,4,1,1,31,171871,14,0,0,46,1,0
1,7,3,1,2,1,1,29,154411,11,0,0,40,0,0
1,4,0,9,4,1,1,30,129227,9,0,0,40,1,0
1,4,1,5,3,1,1,32,110331,9,0,1672,60,0,0
1,4,0,3,4,1,1,62,174355,9,0,0,40,1,0
1,4,0,8,6,1,1,39,680390,9,0,0,24,1,0
1,2,3,9,4,1,1,43,233130,10,0,0,25,0,0
3,1,3,4,2,1,1,24,165474,13,0,0,40,0,0
0,3,1,0,3,1,1,42,257780,7,0,0,15,0,0
1,2,3,7,2,1,1,26,280093,10,0,0,40,0,0
2,4,1,5,3,1,1,73,177387,9,0,0,40,0,0
0,3,0,0,4,1,1,72,28929,7,0,0,24,1,0
1,4,1,8,3,1,1,55,105304,9,0,0,40,0,0
1,4,2,9,4,1,1,25,499233,9,0,0,40,0,0
1,1,3,5,4,1,1,24,321435,13,0,0,50,0,0
1,4,0,10,4,1,1,63,86108,9,0,0,6,0,0
1,3,3,4,2,1,1,17,198124,7,0,0,20,0,0
1,2,1,2,3,1,1,35,135162,10,0,0,50,0,0
5,1,0,6,4,1,1,62,291175,13,0,0,48,1,0
1,2,2,6,4,1,1,43,102895,10,0,0,40,0,0
5,4,2,3,4,1,1,40,33274,9,0,0,50,1,0
1,1,1,2,3,1,1,39,138192,13,0,0,40,0,0
1,4,3,2,2,1,1,31,118966,9,0,0,18,0,0
1,7,2,9,4,1,1,26,90980,11,0,0,55,1,0
2,4,1,4,3,1,1,46,177407,9,0,0,50,0,0
1,1,3,6,4,1,1,26,96467,13,0,0,40,1,0
1,4,3,11,2,1,1,34,111567,9,0,0,40,0,0
5,4,3,9,2,1,1,34,166545,9,0,0,40,1,0
1,1,3,6,2,1,1,34,188798,13,0,0,40,1,0
1,3,3,9,2,1,1,18,216284,7,0,0,20,1,0
1,4,1,10,3,1,21,43,191547,9,0,0,40,0,0
1,3,1,5,3,1,1,48,285335,7,0,0,50,0,0
3,2,1,5,3,1,1,28,142712,10,0,0,70,0,0
1,4,1,8,3,1,1,33,80945,9,0,0,40,0,0
1,2,3,4,4,1,1,24,309055,10,0,0,15,1,0
1,13,3,7,4,1,1,21,62339,6,0,0,40,0,0
1,3,3,4,2,1,1,17,368700,7,0,0,28,0,0
2,1,0,6,2,1,1,29,266855,13,0,0,40,0,0
1,2,3,11,2,1,1,24,121313,10,0,0,50,0,0
1,15,2,3,6,5,1,55,282753,3,0,0,25,0,0
1,4,3,7,6,5,1,23,153044,9,0,0,7,1,0
1,7,2,9,6,1,1,38,411797,11,0,0,40,1,0
1,4,3,9,4,1,1,19,376540,9,0,0,30,1,0
1,8,2,8,4,1,1,49,72393,5,0,0,40,1,0
1,4,1,2,3,1,1,27,96226,9,0,0,70,0,0
1,2,1,2,1,1,1,33,258498,10,0,0,60,1,0
0,2,1,0,3,1,1,63,149698,10,0,0,15,0,0
1,1,3,5,2,1,1,23,205865,13,0,0,28,0,0
3,2,1,2,3,1,0,33,155781,10,0,0,60,0,0
2,4,1,4,3,5,1,54,406468,9,0,0,40,0,0
1,7,2,1,4,1,1,29,177119,11,2174,0,45,1,0
0,2,2,0,6,5,1,48,144397,10,0,0,30,1,0
2,1,3,5,4,1,1,35,372525,13,0,0,40,0,0
1,7,1,9,1,2,8,28,164170,11,0,0,40,1,0
1,11,1,6,3,1,1,40,170108,14,0,0,40,0,0
1,2,2,4,2,1,1,47,341995,10,0,0,55,0,0
1,1,3,5,2,1,1,22,226508,13,0,0,50,1,0
1,4,1,1,3,1,1,28,109165,9,0,0,40,0,0
5,9,1,3,3,1,1,63,28856,4,0,0,55,0,0
2,8,1,2,3,1,1,51,175897,5,0,0,20,0,0
1,4,3,7,2,1,1,22,99697,9,0,0,40,1,0
0,6,1,0,2,3,1,27,90270,12,0,0,40,0,0
1,4,3,4,4,1,1,35,152375,9,0,0,45,0,0
1,4,2,8,4,1,1,46,171550,9,0,0,38,1,0
1,2,2,8,4,1,1,37,211154,10,0,0,52,0,0
1,1,3,6,2,5,1,24,202570,13,0,0,15,0,0
2,4,2,7,2,1,1,37,168496,9,0,0,10,0,0
1,2,1,1,3,1,1,53,68898,10,0,0,40,0,0
1,4,3,4,4,1,1,27,93235,9,0,0,30,0,0
1,2,2,2,4,1,1,38,278924,10,0,0,44,0,0
2,13,1,10,3,1,1,53,311020,6,0,0,60,0,0
1,2,3,2,4,1,1,34,175878,10,0,0,40,0,0
1,4,3,4,2,5,1,23,543028,9,0,0,40,0,0
1,11,1,6,1,2,11,43,158926,14,0,0,50,1,0
2,4,1,5,3,1,1,81,136063,9,0,0,30,0,0
1,2,3,3,2,1,1,21,186648,10,0,0,20,0,0
1,2,3,4,4,1,1,23,257509,10,0,0,25,0,0
1,2,3,11,6,1,1,25,98155,10,0,0,40,0,0
1,15,1,8,1,1,21,42,274198,3,0,0,38,1,0
1,2,1,9,1,5,1,38,97083,10,0,0,40,1,0
0,4,1,0,3,1,1,64,29825,9,0,0,5,0,0
1,4,1,8,3,1,1,32,262153,9,0,0,40,0,0
1,4,1,8,3,1,1,37,214738,9,0,0,40,0,0
1,2,3,4,4,1,1,22,91842,10,0,0,42,1,0
1,12,5,12,4,1,32,33,373662,2,0,0,40,1,0
1,4,2,8,4,1,1,42,162003,9,0,0,55,0,0
0,2,3,0,2,1,1,19,52114,10,0,0,10,1,0
5,16,1,3,3,1,1,51,241843,1,0,0,40,0,0
1,4,1,9,1,1,21,23,375871,9,0,0,40,1,0
1,11,3,6,4,1,1,47,21906,14,0,0,25,1,0
1,4,1,2,3,1,1,33,143653,9,0,0,30,0,0
1,6,2,3,6,3,1,31,78602,12,0,0,40,1,0
1,4,1,8,3,5,1,35,465507,9,0,0,40,0,0
1,4,3,3,4,1,1,18,293227,9,0,0,45,1,0
1,4,1,8,3,1,1,20,241752,9,0,0,40,0,0
5,2,2,5,6,5,1,54,166398,10,0,0,35,1,0
1,2,2,9,6,1,1,40,184682,10,0,0,40,1,0
1,2,2,2,6,1,1,43,250802,10,0,0,35,0,0
2,2,2,10,6,1,1,44,325159,10,0,0,40,0,0
1,9,0,3,6,5,1,51,269080,4,0,0,40,1,0
1,4,3,3,2,1,1,18,177722,9,0,0,20,1,0
1,2,1,5,3,1,1,51,133461,10,0,0,40,0,0
1,13,1,2,3,1,0,41,239683,6,0,0,30,0,0
5,13,2,11,4,1,1,33,298785,6,0,0,40,0,0
1,2,1,6,3,1,1,25,150062,10,0,0,45,0,0
1,4,2,8,4,1,1,32,169240,9,0,0,38,1,0
1,1,1,2,3,1,21,32,288273,13,0,0,70,0,0
1,13,2,5,6,1,1,36,526968,6,0,0,40,1,0
1,4,1,11,3,1,1,28,57066,9,0,0,40,0,0
1,4,3,3,2,1,1,20,323573,9,0,0,20,1,0
2,4,1,2,3,1,1,55,189721,9,0,0,20,0,0
0,7,0,0,4,1,1,36,94954,11,0,0,20,1,0
1,1,3,1,4,1,1,28,161538,13,0,0,35,1,0
1,4,1,2,3,1,1,37,200153,9,0,0,40,0,0
1,4,3,11,6,1,1,44,32185,9,0,0,70,0,0
1,2,3,4,4,1,1,25,178326,10,0,0,40,1,0
1,2,3,5,4,1,1,21,255957,10,4101,0,40,1,0
1,4,0,3,4,5,1,78,182977,9,2964,0,40,1,0
1,4,2,7,2,1,1,34,159929,9,0,0,40,0,0
1,4,3,9,4,1,1,49,123207,9,0,0,44,1,0
1,6,3,9,4,1,1,22,284317,12,0,0,40,1,0
0,4,3,0,6,5,1,23,184699,9,0,0,40,1,0
2,4,3,10,6,1,1,60,154474,9,0,0,42,0,0
1,7,2,3,4,1,1,63,254907,11,0,0,20,1,0
1,4,3,2,2,5,1,41,349221,9,0,0,35,1,0
1,4,2,9,6,1,1,47,335973,9,0,0,40,1,0
1,4,2,2,6,1,1,44,126701,9,0,0,40,0,0